sentence,class
Its county seat is New Bern.,0
How much do cockneys pay for their shampoo? Pantene.,1
No one else can `` know our mind . '',0
"His name comes from grandfathers Henry Stuart , Lord Darnley and Frederick II of Denmark.",0
Poland against 'emergency brake' solution on UK migrant workers ,0
However early in the last morning two separate groups of children complete it.,0
NFL panel recommends Carson over Inglewood for proposed L.A. stadium ,0
Why did the flattened can of Coke want to off itself? Because it was soda pressed!,1
How come there is no other name for thesaurus?,1
"Schigolch arrives , asking for money.",0
He collaborated on Phillip 's book and provided the first descriptions of and names for many Australian bird species ; its name is Latin for `` fast-footed New Hollander ''.,0
i woke up in a certified pre-owned bugatti,1
"Russia's Lavrov, U.S. Kerry discuss Syria ceasefire plan ",0
Lake Tanganyika is an African Great Lake.,0
Many of these officers were black and had a fear that as they looked like civilian homeless people that uniformed officers would think that they were criminals if they used their guns.,0
Plante played for the Rangers for one full season and part of a second.,0
I have found an old southern cookbook with some truly fantastic “salad” recipes.,1
Do you know what my favorite machine to work in the Gym is? The vending machine.,1
 Travel insurer says sales soar on Zika fears  ,0
No evidence of shots fired at U.S. Naval Medical Center in San Diego: officials.  ,0
Valvular heart disease is disease process that affects one or more valves of the heart.,0
What do you call a pig with no clothes on? Streaky bacon.,1
U CLOWNS OUT HERE SMOKIN REGULAR JOINTS IM BOUT TO GET HIGH AS A DOG,1
"I secretly hope that twitter keeps extending the character limit as a social experiment, slowly conditioning our attention spans until we’re able to read actual books again",1
"The tongue weighs practically nothing, but only a few people can hold it.",1
"[job interview]

me: i always give 100%

principal: we can’t have that",1
they sent me this with no context and without telling me they were doing it lmaooooo i’m not even getting paid for this do i ask for a check,1
"Libya forces say conduct strikes on Islamic State in Derna, plane crashes ",0
My business card is just a piece of toast.,1
"I felt uncomfortable , and besides , girls didn't go in those days . ''",0
UAE soldier killed in Yemen fighting: state news ,0
There are two pairs of gills.,0
paused Willy Wonka and the Chocolate Factory to go buy a Snickers. This is why I can't watch breaking bad.,1
"Fuck nudes, send her some clothes before she catches a cold",1
Why did the leper fail his driving test? He left his foot on the brake.,1
"[Speed dating]
ME: Only 2 things ya gotta know about me
GUY: Ok
M: Number one, I have a childish sense of humor
G: What's number two?
M: lol",1
People say 60 is the new 40...the cop that pulled me over this morning disagreed.,1
Last night I dreamt that I was the author of Lord of the Rings. I was Tolkien in my sleep.,1
Slovenian army to help police control migrant inflow on border ,0
"I would never go up to a van that says 'Free Candy' or 'Free puppies' painted on the side, they have to have both",1
I just found out this was a hi-five emoji and not praying hands. People out here dying and I'm giving hi-fives.,1
Tip to reduce weight: Turn your head to the left then turn to the right. Repeat this exercise every time you are offered something to eat.,1
"Obama: No illusions about Syria ceasefire, will work to make it succeed  ",0
"[ant colony]

husband: I am beat

wife: you’re the one who wanted to be in construction. I should’ve married a doctor

husband: yeah but *flexing* can a doctor lift 5,000 times his body weight?

wife: WE ALL CAN, GARY",1
"Lady: I just want my situation to be improved 

Joe Biden: Yes. I get it. Like if I called you Sweet Thing instead of Sugartits

Lady: no, that’s not-

Joe Biden: Listen up Sweet Thing we all gotta be willing to compromise",1
'Midnight Special' film at Berlin takes sci-fi look at parenting  ,0
More than 100 people 'unaccounted for' after South Africa mine collapse - union ,0
I had a wank over my ex girlfriend last night. Yeah I know it's wrong but I still have a key and she's a deep sleeper!,1
"People who ask me to look after their plants while they’re away must assume I got my nickname, Cactus Killer, ironically.",1
"Wife [walking into room]: OMG HAVE YOU BEEN FARTING IN HERE?!?

Me: I feel like you already know the answer to this.",1
I recently lost my job as a teacher. I got caught shagging the ugliest teacher in the whole school. Gross Miss Conduct,1
good morning to everyone but especially the hotel coffee which is all that’s keeping me awake at this point,1
In 1715 Old Town and New Town were merged to form a single town.,0
"yes, there are five stages of grief, but if you press up-up-down-down-left-right-left-right-A-B-start, you get access to the hidden levels",1
"I'm not saying I'm lazy, I'm just saying I do all of my gardening in the produce section of the grocery store.",1
[sees an ant on the wall] god you’re so dumb no offense,1
U.S. says making progress in aircraft carrier collaboration with India ,0
What did the sadist do to the masochist? Nothing.,1
General practice clinics are run by one or several general practitioners or practice managers.,0
Irish governing coalition set to fall short of majority - poll:  ,0
"Maine Road also gives its name to a non-league football club , Maine Road F.C..",0
What's the difference between a musician and a large cheese pizza? A large cheese pizza can feed a family of four.,1
Another method of protection is the release of a sour liquid from the skin.,0
I'm pretty sure Dora the Explorer is the maid on Family Guy.,1
"Tegan first appears in the Fourth Doctor 's last serial , Logopolis.",0
"[ant colony]

husband: I am beat

wife: you’re the one who wanted to be in construction. I should’ve married a doctor

husband: yeah but *flexing* can a doctor lift 5,000 times his body weight?

wife: WE ALL CAN, GARY",1
"me: napkins clean up spills

her:

me: so do dogs

her:

me: so dogs are napkins

her: no

me: *wiping my mouth with a dog* pay attention Jen",1
"A Physicist and a Biologist had a relationship, but there was no Chemistry.",1
pretending all the cars I’m passing on the road are in a race with me and the cars that pass me are Not in the race they’re just driving somewhere,1
Prominent Turkish journalists freed after top court ruled their rights violated  ,0
Why does Noddy have a bell on his hat? Because he's a twat.,1
 Online cattle auction aims to shake up U.S. meat market ,0
"Plants take up atmospheric carbon dioxide by photosynthesis , and are ingested by animals , so every living thing is constantly exchanging carbon-14 with its environment as long as it lives.",0
"me: i like your haircut. did you know the bees are dying?

you: weird segue

me: it’s called a segway [zooms away]",1
What do you call a poor Italian neighborhood? A speghetto. ,1
UK government says EU exit could lead to decade of uncertainty:   ,0
Russia's military says Turkey's airspace violation claim a 'provocation' ,0
anyone need help opening a pickle jar?,1
What did the cannibal do after he dumped his girlfriend? Wiped his ass.,1
"And in the final days, as the world burned, oceans lapped at doorsteps, and Thunder Snow fell in the mountains, people passed the time arguing over what to call the illegal detention of children. And thus it became clear to all that the end really couldn’t come soon enough.",1
U.S. adds five Russian officials to human rights sanctions list ,0
Greek police fire tear gas at angry farmers rallying in Athens ,0
"RaÃ­ , full name RaÃ­ Souza Vieira de Oliveira is a former Brazilian football midfielder.",0
Why did the blonde snort splenda? She thought it was diet coke. ,1
Renamed my iPod as 'the titantic' so when I plug it in it's says 'the titantic is syncing.,1
"What did Arnold Schwarzenegger say when asked to join a classical music costume contest?  ""I'll be Bach""",1
There are many advantages in using a suppressor that are not related to the sound.,0
"My wife says we need to work hard on our relationship because of my immaturity. Hehe, she said hardon.",1
"To solve this problem , Claudia decides to go live at the Metropolitan Museum of Art in New York City.",0
Twitter Bang: Hooking up with someone in less than 140 characters.,1
Oil prices dip again as oversupply weighs on market  ,0
Main Syrian opposition team to head to Geneva ahead of possible negotiations ,0
U.N. scrambles to sustain Syria talks; Russia vows to crush 'terrorists' ,0
"COP:Ur husband was drafting a tweet when the car crashed. It said ""bear astronaut""
WIFE:*weeping*It sounds like it wouldve been really funny",1
One Swallow Does Not Make A Summer,0
"Jaitley pushes GST, reassures on back taxes  ",0
South Africa's Zuma to visit Iran on Sunday: statement ,0
For general articles see.,0
"like all of your dads, whales fuck",1
Japan lifts nuclear sanctions on Iran  ,0
"After dreadful week, stocks look for reason to bounce  ",0
"The first one started to power on July 10 , 2003.",0
"My dad told me to stop using such high calibre rounds when we were out hunting. As usual, it went in one deer and out the other.",1
I prefer not to think before speaking. I like being just surprised as everyone else by the crazy stuff that comes out of my mouth.,1
How do you make a cat flap? Throw it off a cliff.,1
"Therefore we can be sure that our senses give us correct information , for otherwise we would not be here to be deceived.",0
"Just bought a new 4D TV, it comes with integration of heat,cold,wet, wind, and different aromas. It's 6' by 4'. Its called a window.",1
French government flags possible reshuffle in February ,0
She had her first exhibitions in 1991.,0
"Employee 1: im thinking for our new travel mug we'll use a lid
Employee 2 [cumming]: i have a better idea",1
They eat by holding the fish in one claw and tearing the flesh with the other.,0
The first geyser they saw was Old Faithful.,0
Renault-Nissan alliance plans self-driving cars over next four years ,0
The devil 's stone weighs 220 tons and stands near GÃ¶schenen.,0
Syrian Kurdish party expects invite to Geneva talks:  ,0
"an abridged history of the modern Republican party 
1968: racists are cool
1970: gun nuts are cool 
1980: wealth hoarders are cool 
1984: religious nuts are cool 
2016: Nazis are cool 
2017: child molesters are cool 
2018: traitors are cool 
2019: concentration camps are cool",1
Tokyo goes for broke in Okinawa poll at U.S. airbase city  ,0
Whenever I see a sign that says 'keep off the grass'. I wonder how it got there.,1
"Israel NGO bill, seen as targeting left-wing groups, set to cross first hurdle ",0
The Work Shows The Workman,0
I would have instantly hit ET with a hammer and screamed the entire time,1
"You'd think that atoms bonding with other atoms would mean they're being friendly, but really they steal each other's electrons. How ionic.",1
The first edition was published in 2004.,0
To anyone suffering from paranoia. You're not alone.,1
The chances of you dying on the way to get your lottery tickets are greater than your chances of winning.,1
Turkey delivers aid across border as Syrian forces step up Aleppo assault ,0
Venezuela ex-ministers seek probe into $300 billion in lost oil revenue ,0
What does Donald Trump tell Barack Obama supporters? Orange Is The New Black,1
"Zeus gave her the gift to be able to take her eyes out to rest , and then put them back in.",0
Yahoo to say it is exploring 'strategic alternatives':  $YHOO ,0
"What do a burnt pizza, frozen beer, and a pregnant girl have in common? Someone didn't pull it out in time.",1
Cashier and I made eye contact & I whispered “I hurt myself..”,1
"Five years on, unrest tests 'Arab Spring' model Tunisia ",0
These contain long hydrocarbon chains and a carboxylic acid group on one end.,0
"[tree falls in forest]

[doesnt make a sound]

GUY IN CAMOUFLAGE: What the—

TREE: oh shit I mean AHH I FELL",1
The water surface area is 1.68 km.,0
Did you hear they are looking for someone to be in charge of potato snacks in the monastery? The job description will be:  Chipmonk.,1
a wedding band playing killing in the name of at a wedding but instead of saying killing in the name of they say Wayne and Linda in love,1
"genie: i will grant you any wish

me: i wish soup was spelled like soop 

genie: [frowning] no",1
His family moved to New York when he was four years old.,0
A hurricane was first detected off the coast of North Carolina in early October.,0
"Home electrical systems , for example , are wired with copper for its good conducting properties and easy machinability.",0
"Caste protests cut water to Indian capital, hit industry ",0
"I'm getting a little tired of these people coming to my door telling me I need to be ""saved"" or ""I'll burn""... Stupid firefighters.",1
The longest recorded length of this species is one found on Guam measuring three meters.,0
Oil industry turns to women in hour of need,0
Many Iranian women and youth feel failed by reformists ahead of vote ,0
"What did the blonde say when her doctor told her that she was pregnant? ""Is it mine""?",1
"Since their formation , Ensiferum has released four full-length albums , one EP , one compilation , three singles , and three demo albums.",0
"i'm doing my best but if i don't get to u and u decide to hate me just remember i hate me more :)

also my followers come first cuz i wouldn't be making all this twitter money if not for them",1
Russia invites Japan to fish around disputed islands ,0
"Two cannibals eating a clown. One turns to the other and says ""This taste funny to you?""",1
No one on the street was injured but the cleanup took many weeks.,0
"Alternatively , to get over , some heels may do such actions as grab a fan 's hat and throw it away , or grab his sign and tear it in half.",0
"What did the Mexican say when his term paper flew out the window? - ""Where you goin', essay?""",1
Suicide attack targets home of security chief in Yemen's Lahej: residents ,0
"The fact that you saw this tweet as an affront to your personal political views says more about you than me, friendo",1
A bear hug isn't truly a bear hug unless it's administered by a real bear.,1
"If anyone lost a roll of hundred dollar bills, with a rubber band around it...... I found the rubber band.",1
"I’ve never been stung by a bee, which I’ve always attributed to luck. But now I’m like... what if it’s because my destiny is to save the bees and they know the prophecy",1
"Hey, @JohnTesh I co-host an NBA show on NBC Sports Chicago and everyone knows NBA + NBC = ""Roundball Rock."" How many RTs for us to be able to use immortal ""Roundball Rock"" as our intro?",1
Did you hear that two men went to prison for stealing a calendar? They both got six months,1
"A customer was buying condoms at work today. I asked if he'd like a bag? He said, ""No, she's not that ugly.""",1
"*crying and eating cookie dough ice cream*
HUSBAND: Did you have a bad day?
ME: No. Why?",1
"On Turkish side of border, Syrian refugees wait and worry ",0
They need to change the national bird to Kentucky Fried Chicken.,1
How do you tell if someone's balls are sensitive? Give them a test-tickle,1
how has this show not been canceled yet,1
"[a banana doing his first open mic]

Banana: orange ya glad I didn’t say me again

Audience: [silent]

Banana: so anyways abortion is back in the news",1
A Miss Is As Good As A Mile,0
"Instead , remembering something an enemy demigod said , Percy makes the gods promise on the River Styx that they will recognize all of their children by the time they turn 13 and that they will end the pact of the Big Three.",0
"Artificial intelligence, a designated driver? Read more:  ",0
Did you hear which major department store is considering opening a couple of stores in Iraq? TARGET!,1
Keynes 's early romantic and sexual relationships were almost exclusively with men.,0
I'm not saying my wife's a fat bitch. But I've had to put an energy-saving bulb in the fridge.,1
Ur punk rock band name is your fav cuss word and whatever you hate most in life/the universe. You may add 1 article/preposition/conjunction.,1
Some prefer to soak the lentils for an extended time and discard the water.,0
"On an artistic color wheel , complementary colors are placed opposite one another.",0
"Some , notably first-time sufferers , may call for emergency services . Many who experience a panic attack , mostly for the first time , fear they are having a heart attack or a nervous breakdown.",0
It is prevalent within every section and every level of the society.,0
"US American and US-American is another option , and is a common demonym in German.",0
I've finally come to accept I'm dyslexic and I'll always be dyslexic. A Leotard can't change its spots.,1
My wife is very big in fashion. She's a size 22.,1
New Jersey Gov. Christie backs Atlantic City takeover plan  ,0
Gorgoneia first appear in Greek art at the turn of the 8th century BC.,0
Why did the football manager give his team lighters? Cos they kept losing all of their matches.,1
Jack Donahue was a bushranger in Australia.,0
"im a bitch / im a lover
im hulk hogan / hey there brother",1
The video begins with Rihanna and two her friends arriving at a club where everybody is bored and not dancing because of the low music.,0
No Joy Without Alloy,0
Levinson's family 'desperate for answers' from White House ,0
What do fat women get for Valentine's day? Depressed.,1
The Aon Center is the name of two buildings.,0
dave i can GUARANTEE that no woman is getting an abortion to impress your shitty ass lmao,1
"[first day as a waiter]

me: *trying to grind dr pepper onto someone's plate* say when",1
Candidates often spend long days on the trail and nights in budget hotels - but not Trump.  ,0
Three quarters of the planet Earth is covered by water.,0
How did Rihanna find out Chris Brown was cheating on her? She found another women's lipstick on his knuckles.,1
,1
"Yo mama is so ugly when she joined an ugly contest, they said ""Sorry, no professionals.""",1
"Music Call

I'm searching for good music that has slipped thru the cracks. Add 1 band to this thread that you like, but most people may not have heard of.  Please RT this tweet to keep it going, so we can add to our libraries!

I'll go first - The Tragically Hip",1
"Pretty excited for the year 2170, when I'll be just a head in a jar, stored inside a giant warehouse, quietly singing the harmony part to ""The Boxer.""",1
Congressman aims to revoke Bill Cosby's Medal of Freedom ,0
"Three hundred sixty-two Trojan athletes have participated in the Olympic games winning 112 gold , 66 silver , and 58 bronze medals.",0
"WIFE: i want to get to the mall early to beat the crowd 

ME: but if we wait *grabbing baseball bat* there'll be more of them",1
"Officially , the games lasted for four and a half months ; in fact , James Edward Sullivan tried to hold an event every day for the duration of the fair.",0
"Microsleeps can occur at any time , typically without significant warning.",0
"It is one of the two rivers of Karachi , the other one being Malir River.",0
I haven’t filled up the salt and pepper shakers on the table for a year and I still don’t think my family has noticed nothing is coming out of them.,1
Stretch Your Legs According To The Coverlet,0
"Groundhog Day received worldwide attention as a result of the 1993 film of the same name , Groundhog Day , which was set in Punxsutawney and featured Punxsutawney Phil.",0
"we're banning all thirsty comments on women's pictures. from now on if you wish to compliment a lady, you may call her ""adorable sea-hag,"" ""dreaded elf-witch,"" or ""deadly and all-powerful siren who could stab me in the heart with a knife."" make your choice and make it fast.",1
"Asked about Britain's EU vote, China says supports strong Europe:   ",0
French justice minister Taubira resigns after uneasy term:  ,0
What's the hottest part of the sun? Page 3,1
South Korea aims to put a robot in every house there by 2015-2020 in order to help catch up technologically with Japan.,0
What is E.T. short for? He has really small legs,1
having a normal one,1
"Some white supremacists identify themselves as Odinists , although some Odinists reject white supremacy , and white supremacists are only one faction of those who support Odinism.",0
"Early to rise, and early to bed, makes a man healthy but socially dead.",1
"U.N. demands Syria parties halt fighting, peace talks set for March 7  ",0
This gives an axial tilt of 29.,0
"*watching James Blunt mouth ""not you"" to me after singing You're Beautiful in concert*",1
UK retail sales growth picks up unexpectedly in January:  ,0
[first day as a dentist] *encounters tongue* huh. this isn’t teeth,1
Man invented language to satisfy his deep need to complain.,1
"One reviewer characterized this as `` Quite possibly Card 's best published work , ever . ''.",0
The Vale of White Horse is a local government district of Oxfordshire in England.,0
Zika-hit Puerto Rico prepares to import all of its blood supplies:  ,0
Indonesian city reprimands Muslim hardliners for harassing gays ,0
The sun is a type of toaster,1
What kind of horses do ghosts ride? Nightmares! ,1
"Me: I’d kill for a donut

Krispy Kreme assistant: please use cash",1
Those laxative commercials seem to go right through me.,1
Let your date know you’re cultured by taking her to the symphony and saying “oh okay cool they’re doing it that way” when the oboes kick in,1
"Samples confirm Islamic State used mustard gas in Iraq, diplomat says.  ",0
"son: I forgot to close the gate and Marauders looted our gasoline and fresh water

max: I'm not Mad Max at you, I'm just Disappointed Max",1
"Me: I fear nomadic lifestyles.

Therapist: ...I gathered.

Me: [screams]",1
One of Woodstock 's most notable building 's is Old St. Paul 's Anglican Church.,0
FIFA election to go ahead but Blatter told to stay away:  ,0
Washington slowly revives from deadly blizzard as transit resumes ,0
"Papatoetoe is a suburb of Manukau City , one of the four cities that make up the Auckland conurbation in northern New Zealand.",0
U.S. documents detail 2015 Amtrak train crash but offer no cause ,0
"When I thought I found my groove, it turned out it was only a rut.",1
Authorities working to clear remaining protesters in Oregon occupation ,0
So embarrassing! It's 2019 but I'm still writing War in Iraq on all my checks smh,1
"In the same series , he reflected upon his lost friends and the moment when he came face to face with a German soldier.",0
What can be found in a Judge's freezer? Just ice.,1
"A waiter walks up to a table full of Jewish women dining and asks ""ladies, is anything ok?""",1
Central American immigrants scramble for options to deportation by U.S. ,0
"Me: sorry I couldn't write the whole name, I ran out of frosting. 

Widow: *crying* why would you use frosting on a gravestone?",1
"My bank balance is sick, I hope it gets better soon!",1
"Thomas worked at the Natural History Museum on mammals , describing about 2,000 new species and sub-species for the first time.",0
"“Yep.”
- me trying my hardest to make small talk",1
Beavers also noted that characters with opposing viewpoints were often set up to be `` bad people '' in the viewer 's eyes.,0
"Wife: what’s wrong with him

Doctor: he doesn’t know the words to the song stuck in his head 

Wife: oh my god is he going to be ok 

Me: woah we’re halfway there woah woah *vague frustrated mumbling* 

Doctor: I’m afraid not",1
"Me: please, I’ve tried everything 

Dry cleaner: we don’t do Tupperware",1
Orban says Hungary faces 'serious challenge' in euro decision ,0
Wular Lake is one of the largest fresh water lakes in Asia.,0
Unicorns aren't extinct - they just gained weight and are now called rhinos,1
Familiarity Breeds Contempt,0
I went to the doctors the other day and asked if he had anything for wind. So he gave me a kite.,1
Do you know why Frequency cannot love any more? Cause it still hertz.,1
"The Titan 's Curse received several literature-related awards , including : number one The New York Times children 's series best seller and Book Sense Top Ten Summer Pick for 2007.",0
What do you get if you cross a witch and an iceberg? A cold spell.,1
Don’t put up a tire swing unless you hunted and killed that car yourself. Show some respect.,1
Iraqi army learns Ramadi's lessons in U.S.-led coalition training ,0
"Wife: Why can’t you just say phrases correctly?! 

Me: Well aren’t you a ray of sunscreen.",1
The name `` Doaba '' literally translates to `` land of two rivers ''.,0
Habit Cures Habit,0
It wasn't named but the recipe was similar to today 's Pavlova.,0
"On day 2 , the castaways were told they would divide into 2 tribes of 9 members each , with the two immunity holders making the first picks for their new tribes.",0
"I remember the last thing my grandfather said to me before he kicked the bucket... ""How far do you think I can kick this bucket?""",1
"""Doctor, doctor, I've lost my memory."" ""When did this happen?"" ""When did what happen?""",1
"ABRAHAM: You didn’t get me anything for Father’s Day.

ISAAC: Well, you tied me to a rock and tried to murder me, so, let’s call it even.

ABRAHAM: I feel like you use that excuse a lot.

ISAAC: Well, you tied me to a rock and tried to murder me, so, probably gonna keep using it.",1
"Her: I was able to locate your birth record

Me: nice try. I was never in a baby band, Linda",1
Panini - Lil Nas X (2019),1
"Two cheerleaders ended up married, they met by chants.",1
"genie: i shall grant you three wishes

me: i wish my dog could talk

genie: done

me: [petting my dog] hey buddy you've got two wishes",1
"Grateful to be living in the ""Tetris when it's going too fast and blocks are helplessly piling up"" era of human history",1
Vladimir Putin probably approved operation to kill ex-KGB agent Alexander Litvinenko in London in 2006 – UK inquiry,0
"Missiles in Syria kill 50 as schools, hospitals hit; Turkey accuses Russia  ",0
"Claw Me, And I Will Claw Thee",0
My mate dug a hole in the garden and filled it with water...I think he meant well.,1
Just invited my friends round for a Vodka party. Everyone was in great spirits.,1
"I ordered a hotel wake-up call the other day. The phone rang and a woman's voice said, ""What the hell are you doing with your life?""",1
"Interviewer: what’s your greatest weakness?

Clark Kent: kryptonite

Interviewer: right, what’s your kryptonite? 

Clark Kent: oh I see what you mean. Chips and salsa",1
"All my life, I always wanted to be somebody.  Now I see that I should have been more specific.",1
What's the difference between England and a tea bag? A tea bag stays in the cup longer!,1
Memorial Day is a United States federal holiday observed on the last Monday of May.,0
Cucked  by the mucinex goblin,1
Promise Is Debt,0
"Militia groups meet with leaders of Oregon occupation, pledge support ",0
"Kurds won't attend Syria talks, Saudi-backed opponents to take lead: Fabius -  ",0
Too Much Of A Good Thing Is Good For Nothing,0
FBI seeks peaceful end to occupation at Oregon wildlife refuge:  ,0
Hahaha,1
Haiti protesters stone to death ex-fighter as political crisis deepens  ,0
"Enema of the State tour get your tickets!
http://smarturl.it/blink182tour ",1
"A major scale may be seen as two identical tetrachords separated by a whole tone , or whole step , the new set of steps `` Whole : Whole : Half : Whole : Whole : Whole : Half ''.",0
the Office Depot is good but i still prefer the British Office Depot,1
"I bet my butcher $50 that he couldn't reach the meat on the top shelf. He said ""No, the steaks are too high"".",1
"[after sending daughter to her grandparents house for the day]

cleans house
does laundry 
 draws a horse/duck hybrid",1
"Fundraiser idea: Play 'Baby' by Justin Bieber constantly, and have people pay to make it stop.",1
"WIFE: He won't stop pretending he's on the news.
THERAPIST: Any truth to that?
ME: *shuffling papers* This just in, Karen is a goddamn liar.",1
Michael Buble is short for “My Collection of Bubbly Christmas Music” and long for “My Boob” thanks for following,1
"[to the tune of Tubthumping]

he was a young Link
he was an older Link
he was a toon Link
he was a wolf Link
he plays the songs that take him to the future times
he plays the songs that take him to the past times",1
"It is one of the first North American bird species to lay eggs , and normally has two to three broods per breeding season , which lasts from April to July.",0
Back to its roots: how Zika may threaten Africa ,0
"Give a man a fish, he eats for a day. Teach a man how to fish, he eats for a lifetime",0
"cop: is this a fake drivers license?
me: no
cop: so you live on Marvin Gardens?",1
This WrestleMania has the distinction of the only WrestleMania not to feature at least one standard one on one wrestling match.,0
Every time I see you I think about how much of a waste that 100 million years was.,1
U.S. training African police to counter new jihadist threats ,0
It is one of the less common types of skin cancer but causes the majority of skin cancer related deaths.,0
Gonna dress up as a Champions League trophy for Halloween and go around scaring Arsenal fans.,1
They are castrated so that the animal may be more docile or may put on weight more quickly.,0
Every Day Is Not Sunday,0
Potatoes are just dirt apples.,1
"No man to talk of breaking up their way of living , till each had shared one thousand pounds.",0
"if you                            you don’t 
don’t love                    deserve 
me at my                     me at my",1
Did you hear about the vampire bicycle that went around biting people? It was a vicious cycle.,1
What kind of music did the Pilgrims like? Plymouth Rock,1
"When I watch an old movie on TV, I always lose the ""decode the Roman numerals"" game when it's over.  Turns out ""Citizen Kane"" was not made in 1641.",1
"me: do you think chewbacca has pecs or a trail of tiny teats like a piglet

uber driver: why did you sit in the front",1
Too Many Cooks Spoil The Broth,0
The remaining man escapes.,0
"Franklin Pierce , Jr. died three days after birth.",0
Liking your own Facebook status is like high-fiving yourself in public.,1
Slim: the line between genius and insane.,1
U.S. judge orders explanation of Iran prisoner deal ,0
"wife: [watching the news] some idiot tried to fight a squid at the aquarium

me: [covered in ink] maybe the squid was being a dick",1
"Love it when it’s 1540 BC in southern Siberia and the streams are as full as the harvest, but it’s also time to watch out for your eldest brother Nern, who has no discipline with food and ale and will fall drunk in the frost or eat a winter’s stock in a fortnight",1
President Obama is invested in the gun industry – are you?  ,0
Whats the difference between a hippo and a zippo? Ones heavy the others a little lighter.,1
"Remember: you can become possessed by a demon whenever you want, you’re an adult.",1
"Koeman married Bartina Koeman in 1985 . They have three children , two of them named Tim and Ronald.",0
My new video is going out tomorrow. Accidentally put a dick pic in the crying montage. Have to take it out,1
"bartender: [drying a glass with a rag]
""what can i get ya?""
me: ""strongest thing you got""
bartender: [slides me a single mother with 8 kids]",1
Take a look at the welcome page to learn more about Wikipedia.,0
Sumbawa lies within the Pacific Ring of Fire.,0
"Additionally , is simply a rendering of , without bothering with the optional first argument.",0
Lumberjacks were exclusively men.,0
"If you're not part of the solution, you're part of the problem",0
Rings of Saturn are made entirely of lost airline luggage.,1
Today a great number of small and middle-sized businesses dominate the economy.,0
"Targowica confederates , who did not expect another partition , and the king , StanisÅaw August Poniatowski , who joined them near the end , both lost much prestige and support.",0
Bayern's unstoppable force faces Juve's immovable defence  ,0
accidentally opened my eyes during prayer at church and saw jesus doing the worm,1
China replaces Xiao Gang as securities regulator head  ,0
"Wanna hear a joke? Sleep. I know, I don't get it either",1
"The two produced buttons as well as coffee mugs , t-shirts , bumper stickers and many other items emblazoned with the symbol and the phrase `` Have a happy day ''.",0
The Mrs is just like Heather Mills. She only wears half the shoes she buys!,1
"It hit Mexico on the same day Hurricane Felix hit Nicaragua , only one of two occurrences in which an Atlantic hurricane and a Pacific hurricane made landfall on the same day.",0
Amateurs wait for inspiration. The rest of us just get up and go to work.,1
I just got back from the corner shop. Bought some corners.,1
Why didn't Noah just swat those two mosquitoes?,1
The template takes one parameter.,0
Microdon adults look more or less like typical flies.,0
"Determined to keep his enemies close at hand , Burns rehires Homer , and all is back to normal.",0
~swatting at rogue faerie buzzing about my face but too vigorously so I accidentally scratch my eyeball and fall backwards from my throne~,1
"Sugden appeared in many other television series , including The Liver Birds and Coronation Street.",0
"Amidst drop in oil prices, U.S. Navy deploys 'Great Green Fleet'  ",0
"Right after we broke up, my ex-girlfriend asked me how to change her relationship status on Facebook.",1
"For example , he explained that the reason that parents as a whole are more fertile than their children is because children must necessarily come from fertile parents.",0
After 15 days the lichens were brought back to earth and were found to be in full health with no discernible damage from their time in orbit.,0
"Trump, Rubio likely targets in eighth Republican presidential debate ",0
Saudi Arabia 'not prepared' to cut oil production - AFP  ,0
Suu Kyi meets Myanmar's military chief again as transition talks drag on ,0
"My grandma caught me making a sex joke at her church bake sale so I hastily made up a fake innocent meaning for the slang phrase in it...anyway, sorry in advance to anyone she may ask to run a train on her famous elderberry muffin.",1
"I asked my gym instructor if he could teach me to do the splits. He said ""How flexible are you?"". I said ""I can't make Tuesdays"".",1
"Millennium after split, pope and Russian church to meet in Cuba ",0
An Old Dog Barks Not In Vain,0
What's green and smells of pork? Kermits finger.,1
this is my moment,1
"By the early 1960s , television companies commonly presented half-hour long `` comedy '' series , or one hour long `` dramas . ''",0
"He even says , `` I was in love with love . ''",0
"If at first you don't succeed, then skydiving is not for you.",1
Norton Internet Security held a 61 % market share in the US retail security suite category in the first half of 2007.,0
Two years later the organization organized in Basel the first international bourse of coins.,0
What did one lesbian vampire say to the other lesbian vampire? My pad or yours.,1
Syrian opposition says government wrecking truce deal ,0
They have two children.,0
"pixar ceo: remember guys, we work as a team. there is no ""i"" in pixar

employee: yes there is

pixar ceo: no there isn't

employee: *writes the word Pixar on a piece of paper and hands it to the ceo*

pixar ceo:  Oh my god.

employee: yea-

pixar ceo: murder it with a lamp",1
What do an alcoholic and a necrophile have in common? They both like to crack open a cold one.,1
Bond King musical chairs: Gundlach replaces Gross on Barron's Roundtable ,0
"Asia's oil markets in upheaval as China, India change the game  ",0
It is a cool season crop grown in many parts of the world ; planting can take place from winter through to early summer depending on location.,0
Money does grow on trees! Banks have branches don't they?,1
"Many new words were either borrowed from or coined after European languages , especially English , Russian , German , and French.",0
"The Portuguese Man o ' War is often found with a variety of marine fish , including shepherd fish , clown fish and yellow jack , species that are rarely found elsewhere.",0
should I feel intense shame and embarrassment about everything I've ever done or just most of the things,1
"1f u c4n r34d 7h15, u r34lly n33d 2 g37 4 l1f3.",1
"UK mortgage approvals hit two-year high, consumer credit growth strongest in a decade ",0
